0.0000000000 ,0.0000000000 
0.0000466667 ,0.0000816667 
0.0000933333 ,0.0001633333 
0.0001400000 ,0.0002450000 
0.0001866667 ,0.0003266667 
0.0002333333 ,0.0004083333 
0.0002800000 ,0.0004900000 
0.0003266667 ,0.0005716667 
0.0003733333 ,0.0006533333 
0.0004200000 ,0.0007350000 
0.0004666667 ,0.0008166667 
0.0005133333 ,0.0008983333 
0.0005600000 ,0.0009800000 
0.0006066667 ,0.0010616667 
0.0006533333 ,0.0011433333 
0.0007000000 ,0.0012250000 
0.0007466667 ,0.0013066667 
0.0007933333 ,0.0013883333 
0.0008400000 ,0.0014700000 
0.0008866667 ,0.0015516667 
0.0009333333 ,0.0016333333 
0.0009800000 ,0.0017150000 
0.0010266667 ,0.0017966667 
0.0010733333 ,0.0018783333 
0.0011200000 ,0.0019600000 
0.0011666667 ,0.0020416667 
0.0012133333 ,0.0021233333 
0.0012600000 ,0.0022050000 
0.0013066667 ,0.0022866667 
0.0013533333 ,0.0023683333 
0.0014000000 ,0.0024500000 
0.0013533333 ,0.0024500000 
0.0013066667 ,0.0024500000 
0.0012600000 ,0.0024500000 
0.0012133333 ,0.0024500000 
0.0011666667 ,0.0024500000 
0.0011200000 ,0.0024500000 
0.0010733333 ,0.0024500000 
0.0010266667 ,0.0024500000 
0.0009800000 ,0.0024500000 
0.0009333333 ,0.0024500000 
0.0008866667 ,0.0024500000 
0.0008400000 ,0.0024500000 
0.0007933333 ,0.0024500000 
0.0007466667 ,0.0024500000 
0.0007000000 ,0.0024500000 
0.0006533333 ,0.0024500000 
0.0006066667 ,0.0024500000 
0.0005600000 ,0.0024500000 
0.0005133333 ,0.0024500000 
0.0004666667 ,0.0024500000 
0.0004200000 ,0.0024500000 
0.0003733333 ,0.0024500000 
0.0003266667 ,0.0024500000 
0.0002800000 ,0.0024500000 
0.0002333333 ,0.0024500000 
0.0001866667 ,0.0024500000 
0.0001400000 ,0.0024500000 
0.0000933333 ,0.0024500000 
0.0000466667 ,0.0024500000 
0.0000000000 ,0.0024500000 
-0.0000466667 ,0.0024500000 
-0.0000933333 ,0.0024500000 
-0.0001400000 ,0.0024500000 
-0.0001866667 ,0.0024500000 
-0.0002333333 ,0.0024500000 
-0.0002800000 ,0.0024500000 
-0.0003266667 ,0.0024500000 
-0.0003733333 ,0.0024500000 
-0.0004200000 ,0.0024500000 
-0.0004666667 ,0.0024500000 
-0.0005133333 ,0.0024500000 
-0.0005600000 ,0.0024500000 
-0.0006066667 ,0.0024500000 
-0.0006533333 ,0.0024500000 
-0.0007000000 ,0.0024500000 
-0.0007466667 ,0.0024500000 
-0.0007933333 ,0.0024500000 
-0.0008400000 ,0.0024500000 
-0.0008866667 ,0.0024500000 
-0.0009333333 ,0.0024500000 
-0.0009800000 ,0.0024500000 
-0.0010266667 ,0.0024500000 
-0.0010733333 ,0.0024500000 
-0.0011200000 ,0.0024500000 
-0.0011666667 ,0.0024500000 
-0.0012133333 ,0.0024500000 
-0.0012600000 ,0.0024500000 
-0.0013066667 ,0.0024500000 
-0.0013533333 ,0.0024500000 
-0.0014000000 ,0.0024500000 
-0.0013533333 ,0.0023683333 
-0.0013066667 ,0.0022866667 
-0.0012600000 ,0.0022050000 
-0.0012133333 ,0.0021233333 
-0.0011666667 ,0.0020416667 
-0.0011200000 ,0.0019600000 
-0.0010733333 ,0.0018783333 
-0.0010266667 ,0.0017966667 
-0.0009800000 ,0.0017150000 
-0.0009333333 ,0.0016333333 
-0.0008866667 ,0.0015516667 
-0.0008400000 ,0.0014700000 
-0.0007933333 ,0.0013883333 
-0.0007466667 ,0.0013066667 
-0.0007000000 ,0.0012250000 
-0.0006533333 ,0.0011433333 
-0.0006066667 ,0.0010616667 
-0.0005600000 ,0.0009800000 
-0.0005133333 ,0.0008983333 
-0.0004666667 ,0.0008166667 
-0.0004200000 ,0.0007350000 
-0.0003733333 ,0.0006533333 
-0.0003266667 ,0.0005716667 
-0.0002800000 ,0.0004900000 
-0.0002333333 ,0.0004083333 
-0.0001866667 ,0.0003266667 
-0.0001400000 ,0.0002450000 
-0.0000933333 ,0.0001633333 
-0.0000466667 ,0.0000816667 
0.0000000000 ,0.0000000000 
0.0000466667 ,-0.0000816667 
0.0000933333 ,-0.0001633333 
0.0001400000 ,-0.0002450000 
0.0001866667 ,-0.0003266667 
