0.0000000000 ,0.0000000000 ,,,
0.0001099432 ,0.0001910917 ,,,
0.0002198110 ,0.0003820525 ,,,
0.0003295282 ,0.0005727514 ,,,
0.0004390195 ,0.0007630578 ,,,
0.0005482100 ,0.0009528412 ,,,
0.0006570248 ,0.0011419716 ,,,
0.0007653892 ,0.0013303193 ,,,
0.0008732291 ,0.0015177553 ,,,
0.0009804705 ,0.0017041512 ,,,
0.0010870400 ,0.0018893790 ,,,
0.0011928644 ,0.0020733120 ,,,
0.0012978714 ,0.0022558241 ,,,
0.0014019888 ,0.0024367901 ,,,
0.0015051454 ,0.0026160860 ,,,
0.0016072704 ,0.0027935891 ,,,
0.0017082939 ,0.0029691775 ,,,
0.0018081466 ,0.0031427310 ,,,
0.0019067601 ,0.0033141306 ,,,
0.0020040668 ,0.0034832589 ,,,
0.0021000000 ,0.0036500000 ,,,
0.0021944940 ,0.0038142395 ,,,
0.0022874839 ,0.0039758650 ,,,
0.0023789062 ,0.0041347655 ,,,
0.0024686981 ,0.0042908323 ,,,
0.0025567980 ,0.0044439584 ,,,
0.0026431456 ,0.0045940389 ,,,
0.0027276818 ,0.0047409708 ,,,
0.0028103485 ,0.0048846534 ,,,
0.0028910892 ,0.0050249884 ,,,
0.0029698485 ,0.0051618795 ,,,
0.0030465724 ,0.0052952329 ,,,
0.0031212083 ,0.0054249572 ,,,
0.0031937051 ,0.0055509635 ,,,
0.0032640130 ,0.0056731655 ,,,
0.0033320840 ,0.0057914794 ,,,
0.0033978714 ,0.0059058241 ,,,
0.0034613300 ,0.0060161212 ,,,
0.0035224164 ,0.0061222951 ,,,
0.0035810887 ,0.0062242732 ,,,
0.0036373067 ,0.0063219854 ,,,
0.0036910319 ,0.0064153649 ,,,
0.0037422274 ,0.0065043476 ,,,
0.0037908582 ,0.0065888726 ,,,
0.0038368909 ,0.0066688818 ,,,
0.0038802940 ,0.0067443206 ,,,
0.0039210378 ,0.0068151371 ,,,
0.0039590943 ,0.0068812829 ,,,
0.0039944374 ,0.0069427126 ,,,
0.0040270429 ,0.0069993841 ,,,
0.0040568885 ,0.0070512585 ,,,
0.0040839537 ,0.0070983004 ,,,
0.0041082199 ,0.0071404775 ,,,
0.0041296706 ,0.0071777608 ,,,
0.0041482910 ,0.0072101249 ,,,
0.0041640684 ,0.0072375475 ,,,
0.0041769920 ,0.0072600098 ,,,
0.0041870528 ,0.0072774965 ,,,
0.0041942440 ,0.0072899956 ,,,
0.0041985608 ,0.0072974985 ,,,
0.0042000000 ,0.0073000000 ,,,
0.0041985608 ,0.0072974985 ,,,
0.0041942440 ,0.0072899956 ,,,
0.0041870528 ,0.0072774965 ,,,
0.0041769920 ,0.0072600098 ,,,
0.0041640684 ,0.0072375475 ,,,
0.0041482910 ,0.0072101249 ,,,
0.0041296706 ,0.0071777608 ,,,
